Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2008","2008","ha","6900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2009","2009","ha","10900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2010","2010","ha","11300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2011","2011","ha","12100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2012","2012","ha","10100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2013","2013","ha","8900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2014","2014","ha","8100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2015","2015","ha","7300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2016","2016","ha","8100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2017","2017","ha","7612","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","157","Sugar beet","2018","2018","ha","7251","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1978","1978","hg/ha","383064","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1979","1979","hg/ha","360017","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1980","1980","hg/ha","331615","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1981","1981","hg/ha","414988","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1982","1982","hg/ha","356794","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1983","1983","hg/ha","377799","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1984","1984","hg/ha","337591","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1985","1985","hg/ha","333333","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1986","1986","hg/ha","403974","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1987","1987","hg/ha","437611","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1988","1988","hg/ha","348058","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1989","1989","hg/ha","366372","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1990","1990","hg/ha","390747","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1991","1991","hg/ha","436181","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1992","1992","hg/ha","342321","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1993","1993","hg/ha","351707","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1994","1994","hg/ha","427961","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1995","1995","hg/ha","415749","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1996","1996","hg/ha","442912","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1997","1997","hg/ha","448446","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1998","1998","hg/ha","483516","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","1999","1999","hg/ha","427529","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2000","2000","hg/ha","494578","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2001","2001","hg/ha","465214","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2002","2002","hg/ha","341287","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2003","2003","hg/ha","562314","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2004","2004","hg/ha","523873","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2005","2005","hg/ha","453582","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2006","2006","hg/ha","580600","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2007","2007","hg/ha","552174","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2008","2008","hg/ha","499565","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2009","2009","hg/ha","603394","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2010","2010","hg/ha","449558","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2011","2011","hg/ha","581074","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2012","2012","hg/ha","592772","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2013","2013","hg/ha","672697","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2014","2014","hg/ha","716790","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2015","2015","hg/ha","689726","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2016","2016","hg/ha","649630","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2017","2017","hg/ha","667903","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","157","Sugar beet","2018","2018","hg/ha","696649","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1978","1978","tonnes","946552","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1979","1979","tonnes","855400","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1980","1980","tonnes","881100","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1981","1981","tonnes","1215500","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1982","1982","tonnes","1024000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1983","1983","tonnes","1167400","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1984","1984","tonnes","925000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1985","1985","tonnes","400000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1986","1986","tonnes","945300","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1987","1987","tonnes","989000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1988","1988","tonnes","717000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1989","1989","tonnes","828000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1990","1990","tonnes","941700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1991","1991","tonnes","1085000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1992","1992","tonnes","775700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1993","1993","tonnes","782900","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1994","1994","tonnes","1091300","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1995","1995","tonnes","1026900","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1996","1996","tonnes","1034200","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1997","1997","tonnes","635000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1998","1998","tonnes","880000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","1999","1999","tonnes","743900","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2000","2000","tonnes","821000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2001","2001","tonnes","544300","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2002","2002","tonnes","344700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2003","2003","tonnes","680400","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2004","2004","tonnes","743900","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2005","2005","tonnes","607800","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2006","2006","tonnes","870900","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2007","2007","tonnes","762000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2008","2008","tonnes","344700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2009","2009","tonnes","657700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2010","2010","tonnes","508000","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2011","2011","tonnes","703100","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2012","2012","tonnes","598700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2013","2013","tonnes","598700","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2014","2014","tonnes","580600","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2015","2015","tonnes","503500","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2016","2016","tonnes","526200","","Official data"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2017","2017","tonnes","508379","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5510","Production","157","Sugar beet","2018","2018","tonnes","505117","Im","FAO data based on imputation methodology"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1978","1978","ha","10575100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1979","1979","ha","10523100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1980","1980","ha","11208400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1981","1981","ha","12426600","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1982","1982","ha","12521000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1983","1983","ha","13680500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1984","1984","ha","13160900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1985","1985","ha","13729000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1986","1986","ha","14229400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1987","1987","ha","13457700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1988","1988","ha","12944300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1989","1989","ha","13717500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1990","1990","ha","14097500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1991","1991","ha","14160900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1992","1992","ha","13830300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1993","1993","ha","12374000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1994","1994","ha","10773000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1995","1995","ha","11122700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1996","1996","ha","12262000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1997","1997","ha","11416000","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1998","1998","ha","10679700","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","1999","1999","ha","10380800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2000","2000","ha","10854800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2001","2001","ha","10605500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2002","2002","ha","8710500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2003","2003","ha","10214500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2004","2004","ha","9388900","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2005","2005","ha","9403800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2006","2006","ha","9681800","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2007","2007","ha","8616100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2008","2008","ha","10015500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2009","2009","ha","9660400","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2010","2010","ha","8296100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2011","2011","ha","8552500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2012","2012","ha","9479100","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2013","2013","ha","10447200","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2014","2014","ha","9553500","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2015","2015","ha","9558300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2016","2016","ha","8976300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2017","2017","ha","8983300","","Official data"
"QC","Crops","33","Canada","5312","Area harvested","15","Wheat","2018","2018","ha","9881000","","Official data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1978","1978","hg/ha","19987","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1979","1979","hg/ha","16341","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1980","1980","hg/ha","17212","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1981","1981","hg/ha","19959","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1982","1982","hg/ha","21336","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1983","1983","hg/ha","19345","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1984","1984","hg/ha","16099","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1985","1985","hg/ha","17665","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1986","1986","hg/ha","22052","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1987","1987","hg/ha","19279","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1988","1988","hg/ha","12293","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1989","1989","hg/ha","18076","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1990","1990","hg/ha","22769","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1991","1991","hg/ha","22559","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1992","1992","hg/ha","21603","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1993","1993","hg/ha","22027","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1994","1994","hg/ha","21275","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1995","1995","hg/ha","22467","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1996","1996","hg/ha","24304","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1997","1997","hg/ha","21285","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1998","1998","hg/ha","22550","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","1999","1999","hg/ha","25971","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2000","2000","hg/ha","24446","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2001","2001","hg/ha","19452","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2002","2002","hg/ha","18324","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2003","2003","hg/ha","22565","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2004","2004","hg/ha","26409","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2005","2005","hg/ha","27381","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2006","2006","hg/ha","26096","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2007","2007","hg/ha","23317","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2008","2008","hg/ha","28575","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2009","2009","hg/ha","27897","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2010","2010","hg/ha","28085","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2011","2011","hg/ha","29568","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2012","2012","hg/ha","28743","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2013","2013","hg/ha","35980","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2014","2014","hg/ha","30818","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2015","2015","hg/ha","28925","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2016","2016","hg/ha","35805","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2017","2017","hg/ha","33378","Fc","Calculated data"
"QC","Crops","33","Canada","5419","Yield","15","Wheat","2018","2018","hg/ha","32152","Fc","Calculated data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1978","1978","tonnes","21136800","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1979","1979","tonnes","17196000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1980","1980","tonnes","19292000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1981","1981","tonnes","24802000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1982","1982","tonnes","26715008","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1983","1983","tonnes","26465008","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1984","1984","tonnes","21187904","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1985","1985","tonnes","24252000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1986","1986","tonnes","31378000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1987","1987","tonnes","25945000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1988","1988","tonnes","15913000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1989","1989","tonnes","24796208","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1990","1990","tonnes","32098000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1991","1991","tonnes","31945600","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1992","1992","tonnes","29877200","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1993","1993","tonnes","27255900","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1994","1994","tonnes","22919500","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1995","1995","tonnes","24989400","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1996","1996","tonnes","29801400","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1997","1997","tonnes","24299400","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1998","1998","tonnes","24082300","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","1999","1999","tonnes","26959900","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2000","2000","tonnes","26535500","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2001","2001","tonnes","20630200","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2002","2002","tonnes","15961300","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2003","2003","tonnes","23048600","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2004","2004","tonnes","24795500","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2005","2005","tonnes","25748100","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2006","2006","tonnes","25265400","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2007","2007","tonnes","20090400","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2008","2008","tonnes","28619200","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2009","2009","tonnes","26949900","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2010","2010","tonnes","23299600","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2011","2011","tonnes","25288000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2012","2012","tonnes","27246000","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2013","2013","tonnes","37589100","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2014","2014","tonnes","29442100","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2015","2015","tonnes","27647400","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2016","2016","tonnes","32139900","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2017","2017","tonnes","29984200","","Official data"
"QC","Crops","33","Canada","5510","Production","15","Wheat","2018","2018","tonnes","31769200","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1978","1978","ha","29109344","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1979","1979","ha","29298800","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1980","1980","ha","29525904","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1981","1981","ha","30158400","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1982","1982","ha","29427904","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1983","1983","ha","20834000","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1984","1984","ha","29095008","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1985","1985","ha","30436000","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1986","1986","ha","27885008","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1987","1987","ha","24080000","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1988","1988","ha","23573008","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1989","1989","ha","26216000","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1990","1990","ha","27094800","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1991","1991","ha","27851580","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1992","1992","ha","29168840","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1993","1993","ha","25468360","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1994","1994","ha","29345690","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1995","1995","ha","26389830","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1996","1996","ha","29398300","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1997","1997","ha","29409230","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1998","1998","ha","29376040","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","1999","1999","ha","28525380","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2000","2000","ha","29315740","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2001","2001","ha","27829720","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2002","2002","ha","28057160","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2003","2003","ha","28710330","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2004","2004","ha","29797730","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2005","2005","ha","30399100","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2006","2006","ha","28586490","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2007","2007","ha","35013780","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2008","2008","ha","31796490","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2009","2009","ha","32168810","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2010","2010","ha","32960380","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2011","2011","ha","33944990","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2012","2012","ha","35355740","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2013","2013","ha","35390550","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2014","2014","ha","33644310","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2015","2015","ha","32678310","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2016","2016","ha","35106050","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2017","2017","ha","33481220","","Official data"
"QC","Crops","231","United States of America","5312","Area harvested","56","Maize","2018","2018","ha","33079360","","Official data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1978","1978","hg/ha","63421","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1979","1979","hg/ha","68734","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1980","1980","hg/ha","57118","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1981","1981","hg/ha","68380","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1982","1982","hg/ha","71082","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1983","1983","hg/ha","50893","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1984","1984","hg/ha","66981","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1985","1985","hg/ha","74074","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1986","1986","hg/ha","74930","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1987","1987","hg/ha","75225","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1988","1988","hg/ha","53109","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1989","1989","hg/ha","72978","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1990","1990","hg/ha","74380","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1991","1991","hg/ha","68171","Fc","Calculated data"
"QC","Crops","231","United States of America","5419","Yield","56","Maize","1992","1992","hg/ha","82526","Fc","Calculated data"
